index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price,departure,arival
851,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",11:40,560,"1 stop",7740,"2019-01-06 11:40:00","2019-01-06 21:00:00"
852,"Air India",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",19:30,75,non-stop,3100,"2019-01-06 19:30:00","2019-01-06 20:45:00"
853,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → COK",11:00,195,non-stop,7202,"2019-01-06 11:00:00","2019-01-06 14:15:00"
854,SpiceJet,2019-01-06,Delhi,Cochin,"DEL → BLR → COK",17:55,295,"1 stop",5975,"2019-01-06 17:55:00","2019-01-06 22:50:00"
855,IndiGo,2019-01-06,Delhi,Cochin,"DEL → HYD → COK",6:50,320,"1 stop",5298,"2019-01-06 06:50:00","2019-01-06 12:10:00"
856,Vistara,2019-01-06,Banglore,Delhi,"BLR → DEL",21:00,170,non-stop,4668,"2019-01-06 21:00:00","2019-01-06 23:50:00"
857,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",13:00,170,non-stop,3943,"2019-01-06 13:00:00","2019-01-06 15:50:00"
858,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",14:00,690,"1 stop",13377,"2019-01-06 14:00:00","2019-01-07 01:30:00"
859,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",18:15,610,"1 stop",14714,"2019-01-06 18:15:00","2019-01-07 04:25:00"
860,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",3:50,910,"1 stop",12192,"2019-01-06 03:50:00","2019-01-06 19:00:00"
861,"Air India",2019-01-06,Delhi,Cochin,"DEL → HYD → MAA → COK",13:15,1210,"2 stops",10467,"2019-01-06 13:15:00","2019-01-07 09:25:00"
862,IndiGo,2019-01-06,Delhi,Cochin,"DEL → MAA → COK",7:15,315,"1 stop",6582,"2019-01-06 07:15:00","2019-01-06 12:30:00"
863,IndiGo,2019-01-06,Delhi,Cochin,"DEL → HYD → COK",7:35,275,"1 stop",5054,"2019-01-06 07:35:00","2019-01-06 12:10:00"
864,"Air India",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:00,675,"1 stop",9929,"2019-01-06 08:00:00","2019-01-06 19:15:00"
865,IndiGo,2019-01-06,Kolkata,Banglore,"CCU → BLR",22:15,155,non-stop,4804,"2019-01-06 22:15:00","2019-01-07 00:50:00"
866,IndiGo,2019-01-06,Chennai,Kolkata,"MAA → CCU",22:05,140,non-stop,5277,"2019-01-06 22:05:00","2019-01-07 00:25:00"
867,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",15:00,630,"1 stop",13377,"2019-01-06 15:00:00","2019-01-07 01:30:00"
868,Vistara,2019-01-06,Delhi,Cochin,"DEL → COK",6:00,190,non-stop,6741,"2019-01-06 06:00:00","2019-01-06 09:10:00"
869,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",13:00,375,"1 stop",16108,"2019-01-06 13:00:00","2019-01-06 19:15:00"
870,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",19:15,550,"1 stop",14714,"2019-01-06 19:15:00","2019-01-07 04:25:00"
871,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",7:05,730,"1 stop",12927,"2019-01-06 07:05:00","2019-01-06 19:15:00"
872,IndiGo,2019-01-06,Chennai,Kolkata,"MAA → CCU",7:55,140,non-stop,3850,"2019-01-06 07:55:00","2019-01-06 10:15:00"
873,"Jet Airways",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",10:20,90,non-stop,4050,"2019-01-06 10:20:00","2019-01-06 11:50:00"
874,"Air India",2019-01-06,Delhi,Cochin,"DEL → COK",5:10,170,non-stop,6094,"2019-01-06 05:10:00","2019-01-06 08:00:00"
875,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:00,600,"1 stop",12717,"2019-01-06 09:00:00","2019-01-06 19:00:00"
876,Vistara,2019-01-06,Banglore,Delhi,"BLR → DEL",17:00,155,non-stop,4878,"2019-01-06 17:00:00","2019-01-06 19:35:00"
877,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → HYD → COK",9:45,765,"1 stop",9646,"2019-01-06 09:45:00","2019-01-06 22:30:00"
878,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",11:30,450,"1 stop",14714,"2019-01-06 11:30:00","2019-01-06 19:00:00"
879,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",7:05,715,"1 stop",15190,"2019-01-06 07:05:00","2019-01-06 19:00:00"
880,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",13:00,1415,"1 stop",10262,"2019-01-06 13:00:00","2019-01-07 12:35:00"
881,IndiGo,2019-01-06,Mumbai,Hyderabad,"BOM → HYD",12:00,90,non-stop,2754,"2019-01-06 12:00:00","2019-01-06 13:30:00"
882,"Jet Airways",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",2:55,85,non-stop,4050,"2019-01-06 02:55:00","2019-01-06 04:20:00"
883,SpiceJet,2019-01-06,Kolkata,Banglore,"CCU → BLR",6:55,155,non-stop,3841,"2019-01-06 06:55:00","2019-01-06 09:30:00"
884,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",14:00,865,"1 stop",14714,"2019-01-06 14:00:00","2019-01-07 04:25:00"
885,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",16:55,170,non-stop,4823,"2019-01-06 16:55:00","2019-01-06 19:45:00"
886,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → IXU → BOM → COK",17:50,460,"2 stops",18485,"2019-01-06 17:50:00","2019-01-07 01:30:00"
887,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",7:05,330,"1 stop",16079,"2019-01-06 07:05:00","2019-01-06 12:35:00"
888,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",18:35,415,"1 stop",6628,"2019-01-06 18:35:00","2019-01-07 01:30:00"
889,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",5:30,810,"2 stops",13014,"2019-01-06 05:30:00","2019-01-06 19:00:00"
890,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",17:30,480,"1 stop",6628,"2019-01-06 17:30:00","2019-01-07 01:30:00"
891,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → HYD → COK",7:05,545,"1 stop",9646,"2019-01-06 07:05:00","2019-01-06 16:10:00"
892,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",7:05,330,"1 stop",12898,"2019-01-06 07:05:00","2019-01-06 12:35:00"
893,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:00,1655,"1 stop",10262,"2019-01-06 09:00:00","2019-01-07 12:35:00"
894,GoAir,2019-01-06,Delhi,Cochin,"DEL → AMD → COK",7:25,370,"1 stop",6393,"2019-01-06 07:25:00","2019-01-06 13:35:00"
895,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",18:15,1100,"1 stop",10262,"2019-01-06 18:15:00","2019-01-07 12:35:00"
896,"Air India",2019-01-06,Delhi,Cochin,"DEL → RPR → NAG → BOM → COK",5:15,1585,"3 stops",12383,"2019-01-06 05:15:00","2019-01-07 07:40:00"
897,SpiceJet,2019-01-06,Mumbai,Hyderabad,"BOM → HYD",13:15,90,non-stop,2175,"2019-01-06 13:15:00","2019-01-06 14:45:00"
898,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",13:00,925,"1 stop",10262,"2019-01-06 13:00:00","2019-01-07 04:25:00"
899,IndiGo,2019-01-06,Mumbai,Hyderabad,"BOM → HYD",20:05,95,non-stop,2227,"2019-01-06 20:05:00","2019-01-06 21:40:00"
900,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",21:50,885,"1 stop",14714,"2019-01-06 21:50:00","2019-01-07 12:35:00"
901,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",16:00,570,"1 stop",13377,"2019-01-06 16:00:00","2019-01-07 01:30:00"
902,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → HYD → COK",7:05,925,"1 stop",9646,"2019-01-06 07:05:00","2019-01-06 22:30:00"
903,Vistara,2019-01-06,Banglore,Delhi,"BLR → DEL",11:30,170,non-stop,4668,"2019-01-06 11:30:00","2019-01-06 14:20:00"
904,IndiGo,2019-01-06,Kolkata,Banglore,"CCU → BLR",20:20,155,non-stop,4804,"2019-01-06 20:20:00","2019-01-06 22:55:00"
905,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",12:50,490,"1 stop",7005,"2019-01-06 12:50:00","2019-01-06 21:00:00"
906,"Air Asia",2019-01-06,Kolkata,Banglore,"CCU → BLR",22:50,150,non-stop,4409,"2019-01-06 22:50:00","2019-01-07 01:20:00"
907,"Air Asia",2019-01-06,Delhi,Cochin,"DEL → BLR → COK",7:55,330,"1 stop",9330,"2019-01-06 07:55:00","2019-01-06 13:25:00"
908,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:00,720,"1 stop",13587,"2019-01-06 09:00:00","2019-01-06 21:00:00"
909,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",17:45,180,non-stop,7229,"2019-01-06 17:45:00","2019-01-06 20:45:00"
910,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",2:15,1005,"1 stop",10262,"2019-01-06 02:15:00","2019-01-06 19:00:00"
911,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",22:50,825,"1 stop",10262,"2019-01-06 22:50:00","2019-01-07 12:35:00"
912,IndiGo,2019-01-06,Chennai,Kolkata,"MAA → CCU",15:40,165,non-stop,3540,"2019-01-06 15:40:00","2019-01-06 18:25:00"
913,Vistara,2019-01-06,Banglore,Delhi,"BLR → DEL",7:00,160,non-stop,4878,"2019-01-06 07:00:00","2019-01-06 09:40:00"
914,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",5:30,1375,"2 stops",13014,"2019-01-06 05:30:00","2019-01-07 04:25:00"
915,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",7:10,175,non-stop,4823,"2019-01-06 07:10:00","2019-01-06 10:05:00"
916,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",19:45,1395,"1 stop",14714,"2019-01-06 19:45:00","2019-01-07 19:00:00"
917,"Air India",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:00,555,"1 stop",9929,"2019-01-06 10:00:00","2019-01-06 19:15:00"
918,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",18:00,450,"1 stop",7933,"2019-01-06 18:00:00","2019-01-07 01:30:00"
919,"Air India",2019-01-06,Delhi,Cochin,"DEL → RPR → NAG → BOM → COK",5:15,2280,"3 stops",10703,"2019-01-06 05:15:00","2019-01-07 19:15:00"
920,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",4:55,460,"1 stop",11098,"2019-01-06 04:55:00","2019-01-06 12:35:00"
921,IndiGo,2019-01-06,Chennai,Kolkata,"MAA → CCU",11:35,145,non-stop,3858,"2019-01-06 11:35:00","2019-01-06 14:00:00"
922,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:20,910,"1 stop",6795,"2019-01-06 10:20:00","2019-01-07 01:30:00"
923,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",15:15,175,non-stop,8016,"2019-01-06 15:15:00","2019-01-06 18:10:00"
924,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JDH → BOM → COK",11:40,440,"2 stops",15812,"2019-01-06 11:40:00","2019-01-06 19:00:00"
925,"Air India",2019-01-06,Delhi,Cochin,"DEL → HYD → BOM → COK",17:15,1560,"2 stops",12970,"2019-01-06 17:15:00","2019-01-07 19:15:00"
926,GoAir,2019-01-06,Banglore,Delhi,"BLR → DEL",11:40,170,non-stop,3898,"2019-01-06 11:40:00","2019-01-06 14:30:00"
927,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",18:15,610,"1 stop",10262,"2019-01-06 18:15:00","2019-01-07 04:25:00"
928,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",15:00,1680,"1 stop",14714,"2019-01-06 15:00:00","2019-01-07 19:00:00"
929,IndiGo,2019-01-06,Kolkata,Banglore,"CCU → BLR",4:40,155,non-stop,4804,"2019-01-06 04:40:00","2019-01-06 07:15:00"
930,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",17:00,510,"1 stop",7408,"2019-01-06 17:00:00","2019-01-07 01:30:00"
931,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:45,615,"1 stop",12524,"2019-01-06 08:45:00","2019-01-06 19:00:00"
932,IndiGo,2019-01-06,Kolkata,Banglore,"CCU → BLR",17:15,155,non-stop,5224,"2019-01-06 17:15:00","2019-01-06 19:50:00"
933,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",13:00,480,"1 stop",7933,"2019-01-06 13:00:00","2019-01-06 21:00:00"
934,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JDH → BOM → COK",11:40,440,"2 stops",18804,"2019-01-06 11:40:00","2019-01-06 19:00:00"
935,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",6:00,165,non-stop,8016,"2019-01-06 06:00:00","2019-01-06 08:45:00"
936,"Air India",2019-01-06,Banglore,Delhi,"BLR → DEL",10:00,165,non-stop,6961,"2019-01-06 10:00:00","2019-01-06 12:45:00"
937,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:20,535,"1 stop",9526,"2019-01-06 10:20:00","2019-01-06 19:15:00"
938,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:00,660,"1 stop",14714,"2019-01-06 08:00:00","2019-01-06 19:00:00"
939,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",11:30,570,"1 stop",13587,"2019-01-06 11:30:00","2019-01-06 21:00:00"
940,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → NAG → BOM → COK",6:45,1300,"2 stops",13376,"2019-01-06 06:45:00","2019-01-07 04:25:00"
941,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BLR → COK",17:05,320,"1 stop",7060,"2019-01-06 17:05:00","2019-01-06 22:25:00"
942,"Air India",2019-01-06,Delhi,Cochin,"DEL → GOI → BOM → COK",22:00,1275,"2 stops",10441,"2019-01-06 22:00:00","2019-01-07 19:15:00"
943,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → ATQ → BOM → COK",20:00,505,"2 stops",15318,"2019-01-06 20:00:00","2019-01-07 04:25:00"
944,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",19:45,520,"1 stop",14714,"2019-01-06 19:45:00","2019-01-07 04:25:00"
945,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",19:30,535,"2 stops",13014,"2019-01-06 19:30:00","2019-01-07 04:25:00"
946,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",8:30,170,non-stop,4823,"2019-01-06 08:30:00","2019-01-06 11:20:00"
947,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",20:00,170,non-stop,4823,"2019-01-06 20:00:00","2019-01-06 22:50:00"
948,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:30,630,"1 stop",11200,"2019-01-06 08:30:00","2019-01-06 19:00:00"
949,"Air India",2019-01-06,Chennai,Kolkata,"MAA → CCU",11:40,135,non-stop,4667,"2019-01-06 11:40:00","2019-01-06 13:55:00"
950,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:00,675,"1 stop",16108,"2019-01-06 08:00:00","2019-01-06 19:15:00"
951,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",7:00,840,"1 stop",7408,"2019-01-06 07:00:00","2019-01-06 21:00:00"
952,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",17:30,1530,"1 stop",14714,"2019-01-06 17:30:00","2019-01-07 19:00:00"
953,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",8:20,180,non-stop,8016,"2019-01-06 08:20:00","2019-01-06 11:20:00"
954,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",9:40,1615,"2 stops",10368,"2019-01-06 09:40:00","2019-01-07 12:35:00"
955,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:00,555,"1 stop",16108,"2019-01-06 10:00:00","2019-01-06 19:15:00"
956,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",19:30,535,"2 stops",10368,"2019-01-06 19:30:00","2019-01-07 04:25:00"
957,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",12:50,760,"1 stop",6795,"2019-01-06 12:50:00","2019-01-07 01:30:00"
958,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",14:00,1355,"1 stop",10262,"2019-01-06 14:00:00","2019-01-07 12:35:00"
959,"Jet Airways",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",10:20,90,non-stop,5678,"2019-01-06 10:20:00","2019-01-06 11:50:00"
960,"Air India",2019-01-06,Banglore,Delhi,"BLR → DEL",13:20,170,non-stop,6961,"2019-01-06 13:20:00","2019-01-06 16:10:00"
961,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",1:30,165,non-stop,4077,"2019-01-06 01:30:00","2019-01-06 04:15:00"
962,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",19:15,550,"1 stop",10262,"2019-01-06 19:15:00","2019-01-07 04:25:00"
963,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",12:50,385,"1 stop",9526,"2019-01-06 12:50:00","2019-01-06 19:15:00"
964,SpiceJet,2019-01-06,Banglore,Delhi,"BLR → DEL",9:30,170,non-stop,3919,"2019-01-06 09:30:00","2019-01-06 12:20:00"
965,"Air India",2019-01-06,Delhi,Cochin,"DEL → COK",14:10,180,non-stop,6934,"2019-01-06 14:10:00","2019-01-06 17:10:00"
966,IndiGo,2019-01-06,Delhi,Cochin,"DEL → HYD → COK",16:10,380,"1 stop",6938,"2019-01-06 16:10:00","2019-01-06 22:30:00"
967,SpiceJet,2019-01-06,Chennai,Kolkata,"MAA → CCU",9:45,135,non-stop,3543,"2019-01-06 09:45:00","2019-01-06 12:00:00"
968,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → HYD → COK",13:15,555,"1 stop",9646,"2019-01-06 13:15:00","2019-01-06 22:30:00"
969,GoAir,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",14:25,310,"1 stop",10651,"2019-01-06 14:25:00","2019-01-06 19:35:00"
970,IndiGo,2019-01-06,Delhi,Cochin,"DEL → COK",14:25,195,non-stop,6015,"2019-01-06 14:25:00","2019-01-06 17:40:00"
971,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:35,895,"1 stop",6206,"2019-01-06 10:35:00","2019-01-07 01:30:00"
972,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:00,720,"1 stop",7933,"2019-01-06 09:00:00","2019-01-06 21:00:00"
973,"Air India",2019-01-06,Delhi,Cochin,"DEL → MAA → COK",9:45,1420,"1 stop",8372,"2019-01-06 09:45:00","2019-01-07 09:25:00"
974,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:00,1105,"1 stop",10262,"2019-01-06 10:00:00","2019-01-07 04:25:00"
975,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:00,1225,"1 stop",10262,"2019-01-06 08:00:00","2019-01-07 04:25:00"
976,SpiceJet,2019-01-06,Kolkata,Banglore,"CCU → BLR",22:20,140,non-stop,3873,"2019-01-06 22:20:00","2019-01-07 00:40:00"
977,Vistara,2019-01-06,Delhi,Cochin,"DEL → COK",14:40,190,non-stop,6741,"2019-01-06 14:40:00","2019-01-06 17:50:00"
978,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",6:40,755,"1 stop",8937,"2019-01-06 06:40:00","2019-01-06 19:15:00"
979,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",11:25,470,"1 stop",8937,"2019-01-06 11:25:00","2019-01-06 19:15:00"
980,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → IDR → BOM → COK",21:25,1295,"2 stops",13292,"2019-01-06 21:25:00","2019-01-07 19:00:00"
981,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",22:10,170,non-stop,3419,"2019-01-06 22:10:00","2019-01-07 01:00:00"
982,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",9:40,1125,"2 stops",13014,"2019-01-06 09:40:00","2019-01-07 04:25:00"
983,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:00,615,"1 stop",16108,"2019-01-06 09:00:00","2019-01-06 19:15:00"
984,"Air India",2019-01-06,Delhi,Cochin,"DEL → AMD → BOM → COK",19:45,1410,"2 stops",10651,"2019-01-06 19:45:00","2019-01-07 19:15:00"
985,"Jet Airways",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",7:05,85,non-stop,5678,"2019-01-06 07:05:00","2019-01-06 08:30:00"
986,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",9:40,1615,"2 stops",10368,"2019-01-06 09:40:00","2019-01-07 12:35:00"
987,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",19:15,1425,"1 stop",10262,"2019-01-06 19:15:00","2019-01-07 19:00:00"
988,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BLR → COK",2:00,345,"1 stop",6386,"2019-01-06 02:00:00","2019-01-06 07:45:00"
989,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",9:40,560,"2 stops",10368,"2019-01-06 09:40:00","2019-01-06 19:00:00"
990,"Air India",2019-01-06,Delhi,Cochin,"DEL → CCU → BOM → COK",6:50,1490,"2 stops",15481,"2019-01-06 06:50:00","2019-01-07 07:40:00"
991,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",21:15,180,non-stop,3943,"2019-01-06 21:15:00","2019-01-07 00:15:00"
992,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",5:30,1375,"2 stops",13014,"2019-01-06 05:30:00","2019-01-07 04:25:00"
993,Vistara,2019-01-06,Chennai,Kolkata,"MAA → CCU",17:45,140,non-stop,11982,"2019-01-06 17:45:00","2019-01-06 20:05:00"
994,SpiceJet,2019-01-06,Kolkata,Banglore,"CCU → BLR",9:00,145,non-stop,4174,"2019-01-06 09:00:00","2019-01-06 11:25:00"
995,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",15:00,805,"1 stop",14714,"2019-01-06 15:00:00","2019-01-07 04:25:00"
996,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",15:00,805,"1 stop",10262,"2019-01-06 15:00:00","2019-01-07 04:25:00"
997,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:45,630,"1 stop",10261,"2019-01-06 08:45:00","2019-01-06 19:15:00"
998,Vistara,2019-01-06,Banglore,Delhi,"BLR → DEL",19:30,165,non-stop,4878,"2019-01-06 19:30:00","2019-01-06 22:15:00"
999,GoAir,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",7:00,355,"1 stop",5457,"2019-01-06 07:00:00","2019-01-06 12:55:00"
